date,location,time,unknown,day
25/06/2017,The Tuck Box,3:36:30,812,WE
11/3/2017,Sai Sagar,11:27:18,812,WE
25/03/2017,Dairy Don,16:32:44,813,WE
11/2/2017,Domino's Pizza,16:52:09,814,WE
16/09/2017,Peche Mignon - Novotel,5:32:17,814,WE
29/04/2017,BOX8 - Desi Meals,0:11:06,815,WE
13/09/2017,White Elephant Arena Cafe,3:05:26,816,WD
5/3/2017,Bombay Burger's,20:07:12,816,WE
6/5/2017,Saarthi,16:09:12,816,WE
28/08/2017,Sai Sagar,20:56:49,817,WD
29/07/2017,Slice of Lime,16:58:34,817,WE
12/8/2017,Geeta Fast Food,2:12:28,817,WE
1/4/2017,Kosmic Sheesha Lounge,3:06:51,817,WE
12/5/2017,Sai Sagar,7:52:19,818,WD
26/04/2017,Swastik,22:38:04,818,WD
9/7/2017,Slice of Lime,17:55:48,818,WE
17/06/2017,Varsha,0:28:42,818,WE
10/3/2017,Gupta Sandwiches & Snacks,15:32:49,819,WD
15/07/2017,Swastik,21:14:48,819,WE
29/04/2017,Dairy Don,3:51:28,819,WE
24/06/2017,Tamarind,3:20:00,819,WE
3/5/2017,Domino's Pizza,8:37:55,820,WD
5/2/2017,Gupta Sandwiches & Snacks,8:52:19,820,WE
9/4/2017,Swastik,12:58:41,820,WE
5/5/2017,White Elephant Arena Cafe,3:31:05,821,WD
20/08/2017,Dairy Don,22:16:00,821,WE
27/08/2017,The Tuck Box,3:59:08,821,WE
4/2/2017,Sandrich,20:33:53,821,WE
23/09/2017,Great World,12:14:03,821,WE
30/04/2017,Geeta Fast Food,8:28:57,821,WE
9/4/2017,Dairy Don,6:08:05,821,WE
16/04/2017,Domino's Pizza,12:32:56,822,WE
6/8/2017,Domino's Pizza,11:40:45,822,WE
8/1/2017,StreetO,13:32:00,822,WE
7/1/2017,Geeta Fast Food,2:09:12,822,WE
28/01/2017,Saarthi,15:00:52,823,WE
23/09/2017,Canvas Laugh Club,4:41:26,823,WE
1/10/2017,Zeal 3 Seasons Family Restaurant & Bar,9:12:04,823,WE
13/05/2017,Domino's Pizza,17:01:17,823,WE
5/8/2017,Gupta Sandwiches & Snacks,12:22:47,823,WE
1/4/2017,Sai Sagar,14:04:16,823,WE
15/01/2017,Prithika Hotel,4:09:45,824,WE
8/7/2017,Swastik,0:07:20,824,WE
2/4/2017,The Spot,22:08:22,824,WE
2/8/2017,Dairy Don,1:33:58,825,WD
12/8/2017,Sai Sagar,8:37:15,825,WE
1/1/2017,Francesco's Pizzeria,23:05:25,825,WE
13/05/2017,Francesco's Pizzeria,10:02:45,825,WE
28/01/2017,Lomchin Wok,6:42:29,826,WE
1/4/2017,Tindees QSR,11:25:53,826,WE
15/01/2017,Domino's Pizza,3:07:36,827,WE
5/1/2017,Peche Mignon - Novotel,20:32:43,828,WD
12/6/2017,Gupta Sandwiches & Snacks,4:08:15,828,WD
23/04/2017,Sandrich,22:13:46,828,WE
26/02/2017,Sai Sagar,22:53:59,828,WE
7/10/2017,Sai Sagar,15:30:37,828,WE
29/04/2017,Hotel Silver Spoon,15:11:22,828,WE
26/03/2017,Geeta Fast Food,11:37:36,829,WE
22/01/2017,Geeta Fast Food,9:06:44,829,WE
25/02/2017,Rassam Express,10:32:12,829,WE
3/9/2017,Swastik,14:51:17,829,WE
9/8/2017,Aqua Garden Resto Bar,13:51:17,830,WD
25/08/2017,Sai Sagar,15:42:59,831,WD
3/5/2017,Swastik,0:59:23,831,WD
27/09/2017,Zeal 3 Seasons Family Restaurant & Bar,14:28:24,831,WD
1/7/2017,Golden Jade - Ramada,1:27:06,831,WE
5/2/2017,BOX8 - Desi Meals,9:28:59,832,WE
12/8/2017,Tindees QSR,6:28:44,832,WE
28/05/2017,StreetO,1:33:34,832,WE
29/04/2017,Domino's Pizza,8:20:21,833,WE
25/02/2017,Dairy Don,6:20:41,833,WE
15/01/2017,Dairy Don,5:32:18,833,WE
30/07/2017,SR Restaurant and Lounge,11:28:17,833,WE
18/05/2017,Peche Mignon - Novotel,20:55:40,834,WD
3/3/2017,Tindees QSR,14:04:40,834,WD
5/8/2017,Sandrich,13:20:40,834,WE
10/6/2017,Sandrich,23:25:07,835,WE
25/03/2017,Geeta Fast Food,8:40:34,835,WE
14/02/2017,Sai Sagar,5:28:43,836,WD
19/03/2017,Sandrich,15:26:34,836,WE
14/05/2017,Zeal 3 Seasons Family Restaurant & Bar,7:30:24,836,WE
26/08/2017,Sai Sagar,14:03:20,837,WE
17/06/2017,Francesco's Pizzeria,1:47:44,837,WE
9/7/2017,Vedge,11:14:43,838,WE
20/05/2017,Geeta Fast Food,7:57:36,839,WE
14/05/2017,Great World,16:48:12,839,WE
19/02/2017,Sai Sagar,3:06:14,839,WE
24/04/2017,Lomchin Wok,9:40:52,841,WD
12/3/2017,Slice of Lime,1:43:35,841,WE
25/04/2017,Varsha,15:42:16,842,WD
28/05/2017,Sai Sagar,7:27:03,842,WE
17/06/2017,Sandrich,1:37:51,842,WE
20/04/2017,Golden Jade - Ramada,3:20:28,843,WD
11/6/2017,Lomchin Wok,5:01:10,843,WE
16/04/2017,Peche Mignon - Novotel,15:41:04,843,WE
11/3/2017,Domino's Pizza,5:14:51,843,WE
5/8/2017,Tindees QSR,15:23:21,843,WE
16/04/2017,SR Restaurant and Lounge,17:12:34,843,WE
21/07/2017,Prithika Hotel,7:58:02,844,WD
10/4/2017,Gupta Sandwiches & Snacks,1:33:08,844,WD
12/8/2017,Tindees QSR,9:22:50,844,WE
29/04/2017,Slice of Lime,19:10:55,844,WE
1/4/2017,Tamarind,5:09:12,844,WE
5/2/2017,Sandrich,13:44:35,845,WE
28/01/2017,Slice of Lime,23:51:44,845,WE
24/06/2017,Slice of Lime,10:12:12,845,WE
4/6/2017,Great World,20:40:19,845,WE
26/03/2017,Bombay Burger's,14:04:02,845,WE
4/8/2017,China Valley,13:00:12,846,WD
27/05/2017,Sai Sagar,0:39:45,846,WE
28/05/2017,Dairy Don,8:33:48,846,WE
16/07/2017,Canvas Laugh Club,11:51:30,847,WE
22/07/2017,Geeta Fast Food,3:37:32,847,WE
9/4/2017,Vedge,9:22:21,848,WE
25/09/2017,Domino's Pizza,1:24:57,849,WD
24/06/2017,Saarthi,1:59:33,850,WE
23/07/2017,Bombay Burger's,14:25:33,850,WE
26/09/2017,Domino's Pizza,9:03:58,851,WD
28/09/2017,Kosmic Sheesha Lounge,2:17:00,851,WD
25/02/2017,Sandrich,16:47:54,851,WE
1/10/2017,BOX8 - Desi Meals,3:27:21,851,WE
28/09/2017,Saarthi,10:39:46,853,WD
26/09/2017,Great World,1:35:19,853,WD
27/08/2017,Sandrich,1:14:38,853,WE
9/7/2017,Varsha,3:23:03,854,WE
15/01/2017,Bombay Burger's,12:47:56,854,WE
11/4/2017,Gupta Sandwiches & Snacks,11:48:26,855,WD
2/8/2017,Sandrich,16:17:34,855,WD
5/1/2017,Vedge,5:12:16,855,WD
19/03/2017,Prithika Hotel,3:43:19,855,WE
12/3/2017,Slice of Lime,11:45:17,855,WE
6/5/2017,Geeta Fast Food,14:33:28,855,WE
23/04/2017,Geeta Fast Food,13:55:46,855,WE
25/06/2017,Peche Mignon - Novotel,8:22:57,855,WE
3/9/2017,Domino's Pizza,6:51:35,856,WE
14/07/2017,Tamarind,11:16:19,857,WD
21/07/2017,Tindees QSR,17:59:55,857,WD
21/05/2017,Gupta Sandwiches & Snacks,5:03:24,857,WE
29/07/2017,7th Heaven,3:10:32,857,WE
28/01/2017,Swastik,18:56:54,857,WE
20/09/2017,Hotel Silver Spoon,9:27:55,858,WD
24/06/2017,Hotel Silver Spoon,4:28:43,858,WE
17/06/2017,Aqua Garden Resto Bar,16:01:55,858,WE
27/05/2017,Lomchin Wok,10:58:46,859,WE
12/2/2017,Dairy Don,20:43:47,859,WE
11/2/2017,Geeta Fast Food,15:41:55,860,WE
11/3/2017,Prithika Hotel,11:25:54,860,WE
15/01/2017,7th Heaven,8:55:04,860,WE
29/04/2017,Domino's Pizza,4:25:18,860,WE
4/8/2017,Sai Sagar,20:57:31,861,WD
28/02/2017,Domino's Pizza,19:55:17,861,WD
12/8/2017,Tindees QSR,19:32:30,861,WE
17/09/2017,Geeta Fast Food,22:00:54,861,WE
26/02/2017,Sleight of Hand,5:23:34,862,WE
20/09/2017,SR Restaurant and Lounge,7:04:40,863,WD
2/1/2017,Rassam Express,17:44:07,864,WD
6/8/2017,Dairy Don,3:50:28,864,WE
26/08/2017,Geeta Fast Food,9:31:42,864,WE
15/01/2017,Swastik,5:04:04,864,WE
19/03/2017,Gupta Sandwiches & Snacks,16:38:23,864,WE
6/5/2017,Saarthi,1:51:02,865,WE
16/09/2017,Zeal 3 Seasons Family Restaurant & Bar,11:04:01,865,WE
14/03/2017,Geeta Fast Food,8:07:06,866,WD
19/03/2017,Prithika Hotel,2:10:01,866,WE
5/8/2017,Geeta Fast Food,2:00:55,866,WE
29/04/2017,Sandrich,23:02:00,867,WE
19/02/2017,Rassam Express,16:20:33,867,WE
5/3/2017,Sai Sagar,20:19:27,867,WE
17/07/2017,Swastik,5:12:05,868,WD
30/09/2017,Geeta Fast Food,0:29:35,868,WE
29/04/2017,Swastik,23:00:28,868,WE
12/8/2017,Domino's Pizza,3:11:29,869,WE
30/07/2017,Swastik,5:12:20,869,WE
23/09/2017,Golden Jade - Ramada,18:29:04,869,WE
18/02/2017,Sai Sagar,4:36:06,870,WE
22/02/2017,Peche Mignon - Novotel,9:09:42,871,WD
25/02/2017,Sai Sagar,8:09:48,871,WE
29/04/2017,Sandrich,9:30:50,871,WE
18/03/2017,Varsha,11:34:30,871,WE
22/01/2017,Varsha,15:23:56,873,WE
24/06/2017,Kosmic Sheesha Lounge,3:48:38,873,WE
6/5/2017,SR Restaurant and Lounge,2:29:18,874,WE
26/03/2017,Swastik,1:09:01,874,WE
8/7/2017,StreetO,18:17:06,874,WE
11/1/2017,Prithika Hotel,17:33:12,875,WD
21/05/2017,Prithika Hotel,17:08:27,876,WE
12/2/2017,Prithika Hotel,4:48:12,876,WE
5/6/2017,Domino's Pizza,18:15:00,877,WD
30/07/2017,Great World,15:37:32,877,WE
30/09/2017,Bombay Burger's,19:26:06,878,WE
5/8/2017,Peche Mignon - Novotel,13:29:28,878,WE
29/04/2017,Prithika Hotel,17:46:21,878,WE
3/10/2017,Bombay Burger's,9:15:50,879,WD
25/03/2017,Aqua Garden Resto Bar,17:26:57,879,WE
19/03/2017,Varsha,5:44:56,879,WE
14/05/2017,BOX8 - Desi Meals,4:06:43,879,WE
12/9/2017,Domino's Pizza,15:00:36,880,WD
4/2/2017,Tamarind,1:19:43,880,WE
21/06/2017,Kosmic Sheesha Lounge,0:26:17,881,WD
31/01/2017,Prithika Hotel,10:54:00,881,WD
18/01/2017,The Spot,5:43:15,881,WD
16/06/2017,Tindees QSR,17:26:35,881,WD
23/06/2017,Tindees QSR,16:04:13,881,WD
5/2/2017,The Tuck Box,21:47:24,881,WE
13/01/2017,Tindees QSR,16:33:29,882,WD
17/05/2017,Tindees QSR,10:08:18,882,WD
23/04/2017,Sai Sagar,11:25:11,882,WE
2/4/2017,Prithika Hotel,4:19:53,882,WE
2/7/2017,China Valley,17:30:40,882,WE
24/04/2017,Gupta Sandwiches & Snacks,5:59:29,883,WD
10/6/2017,Gupta Sandwiches & Snacks,22:10:53,883,WE
7/1/2017,Slice of Lime,17:34:14,883,WE
13/05/2017,Dairy Don,0:15:38,883,WE
16/04/2017,Sleight of Hand,21:27:30,883,WE
17/06/2017,Sandrich,10:10:32,884,WE
14/02/2017,Lomchin Wok,20:46:48,885,WD
7/8/2017,Geeta Fast Food,12:20:28,885,WD
29/01/2017,Slice of Lime,5:18:09,885,WE
26/05/2017,Swastik,1:52:29,886,WD
2/7/2017,Sai Sagar,6:14:00,886,WE
26/02/2017,Varsha,19:42:56,886,WE
16/04/2017,SR Restaurant and Lounge,17:49:48,887,WE
15/07/2017,Saarthi,6:20:02,887,WE
4/6/2017,Sandrich,8:08:00,887,WE
18/08/2017,Varsha,5:25:50,888,WD
13/05/2017,Francesco's Pizzeria,16:04:36,888,WE
26/02/2017,Domino's Pizza,14:32:31,888,WE
25/03/2017,Domino's Pizza,2:23:20,888,WE
22/01/2017,Prasad Food Divine,11:38:39,888,WE
31/01/2017,Tindees QSR,15:27:05,889,WD
18/09/2017,Varsha,3:55:21,889,WD
2/2/2017,Tindees QSR,3:45:40,889,WD
18/06/2017,Saarthi,8:22:51,889,WE
6/10/2017,Aqua Garden Resto Bar,12:30:52,890,WD
25/09/2017,Gupta Sandwiches & Snacks,1:57:38,890,WD
23/07/2017,Saarthi,7:10:29,890,WE
12/3/2017,Rassam Express,21:35:10,890,WE
3/8/2017,Sleight of Hand,5:35:06,891,WD
27/05/2017,Kosmic Sheesha Lounge,15:50:30,891,WE
16/07/2017,Saarthi,22:19:09,891,WE
25/03/2017,Lomchin Wok,18:00:34,891,WE
15/08/2017,Domino's Pizza,2:31:09,892,WD
21/05/2017,Aqua Garden Resto Bar,12:11:02,892,WE
23/04/2017,Tindees QSR,17:08:24,892,WE
18/08/2017,Sandrich,11:35:46,893,WD
21/04/2017,Gupta Sandwiches & Snacks,0:28:54,893,WD
19/03/2017,129 East,21:32:08,893,WE
9/7/2017,Geeta Fast Food,7:49:32,893,WE
11/9/2017,The Spot,4:15:11,894,WD
1/9/2017,Gupta Sandwiches & Snacks,11:57:37,894,WD
1/10/2017,Aqua Garden Resto Bar,22:08:20,894,WE
6/5/2017,Swastik,23:24:28,894,WE
26/02/2017,Geeta Fast Food,5:47:50,894,WE
5/8/2017,Saarthi,6:00:23,894,WE
1/7/2017,Great World,23:58:50,894,WE
3/3/2017,Domino's Pizza,15:57:57,895,WD
21/02/2017,Lomchin Wok,20:54:43,895,WD
29/01/2017,Sleight of Hand,3:47:53,895,WE
22/07/2017,Gupta Sandwiches & Snacks,16:52:57,895,WE
3/9/2017,Francesco's Pizzeria,20:39:16,895,WE
4/6/2017,Bombay Burger's,5:36:46,896,WE
7/5/2017,Slice of Lime,0:16:02,896,WE
9/7/2017,Sandrich,13:24:21,896,WE
30/01/2017,China Valley,23:49:04,897,WD
8/4/2017,Rassam Express,0:36:26,897,WE
2/4/2017,Tindees QSR,0:34:55,897,WE
10/3/2017,Gupta Sandwiches & Snacks,21:16:21,898,WD
23/04/2017,Swastik,15:11:29,898,WE
10/9/2017,Geeta Fast Food,5:21:37,898,WE
28/05/2017,Prithika Hotel,4:37:46,898,WE
6/6/2017,Tindees QSR,18:25:25,899,WD
29/05/2017,Sandrich,16:57:56,899,WD
26/08/2017,Zeal 3 Seasons Family Restaurant & Bar,12:08:37,899,WE
9/4/2017,Geeta Fast Food,1:40:07,899,WE
7/2/2017,Dairy Don,9:59:02,900,WD
28/01/2017,Swastik,16:06:55,900,WE
16/09/2017,Swastik,6:34:39,900,WE
18/03/2017,Domino's Pizza,9:39:31,901,WE
9/4/2017,Sandrich,17:50:31,901,WE
17/06/2017,Prithika Hotel,9:26:42,901,WE
19/02/2017,Vedge,2:49:33,902,WE
8/7/2017,Gupta Sandwiches & Snacks,12:00:38,902,WE
8/8/2017,The Spot,20:02:51,904,WD
11/2/2017,Geeta Fast Food,23:18:48,904,WE
4/6/2017,Sai Sagar,18:04:43,904,WE
22/04/2017,Canvas Laugh Club,23:00:17,904,WE
18/02/2017,Tindees QSR,13:38:20,904,WE
9/7/2017,Geeta Fast Food,0:00:52,904,WE
2/6/2017,Domino's Pizza,23:24:19,905,WD
17/09/2017,White Elephant Arena Cafe,14:24:48,905,WE
27/09/2017,BOX8 - Desi Meals,15:22:29,906,WD
23/09/2017,Tindees QSR,12:10:00,906,WE
14/01/2017,Geeta Fast Food,0:32:05,906,WE
16/07/2017,Sandrich,5:58:51,906,WE
1/4/2017,Sai Sagar,3:32:11,907,WE
29/01/2017,Rassam Express,19:06:25,907,WE
22/07/2017,142 East,0:31:26,907,WE
14/01/2017,Varsha,22:25:37,907,WE
11/7/2017,106 East,6:36:57,908,WD
18/04/2017,Prithika Hotel,15:51:17,908,WD
6/5/2017,Domino's Pizza,3:18:58,908,WE
26/02/2017,Tindees QSR,22:46:31,908,WE
19/02/2017,Domino's Pizza,20:51:10,909,WE
24/09/2017,Sandrich,11:50:09,909,WE
4/8/2017,Sai Sagar,11:48:50,910,WD
19/09/2017,Dairy Don,16:31:07,910,WD
9/4/2017,SR Restaurant and Lounge,12:16:51,910,WE
29/04/2017,Varsha,13:32:29,910,WE
26/02/2017,Swastik,22:49:44,910,WE
4/10/2017,Domino's Pizza,21:31:25,911,WD
5/3/2017,Slice of Lime,18:35:54,911,WE
19/03/2017,Hotel Silver Spoon,7:06:24,911,WE
16/04/2017,Saarthi,23:57:54,911,WE
15/04/2017,Gupta Sandwiches & Snacks,23:11:21,911,WE
30/04/2017,Prithika Hotel,12:27:55,911,WE
13/08/2017,Domino's Pizza,1:33:07,911,WE
27/03/2017,Great World,3:25:15,912,WD
24/04/2017,Aqua Garden Resto Bar,17:22:58,912,WD
28/04/2017,Peche Mignon - Novotel,21:11:29,913,WD
18/04/2017,Sandrich,0:25:46,913,WD
4/3/2017,Prithika Hotel,8:38:36,913,WE
23/07/2017,Prithika Hotel,0:56:15,913,WE
16/07/2017,StreetO,20:09:15,913,WE
29/04/2017,Lomchin Wok,5:58:27,914,WE
6/5/2017,Varsha,4:36:57,915,WE
2/6/2017,Sandrich,10:05:38,916,WD
19/02/2017,Tamarind,4:06:48,916,WE
7/2/2017,Sleight of Hand,13:12:27,917,WD
20/07/2017,Lomchin Wok,6:43:31,917,WD
24/08/2017,Swastik,21:36:03,917,WD
4/6/2017,Swastik,10:38:08,917,WE
22/09/2017,Gupta Sandwiches & Snacks,4:40:02,918,WD
16/04/2017,China Valley,17:18:56,918,WE
6/2/2017,Tindees QSR,6:06:14,919,WD
10/6/2017,Bombay Burger's,13:09:41,919,WE
7/7/2017,Sandrich,2:34:40,920,WD
28/07/2017,Sleight of Hand,14:02:40,920,WD
12/3/2017,Geeta Fast Food,22:29:50,920,WE
18/06/2017,Aqua Garden Resto Bar,15:25:21,920,WE
13/08/2017,Varsha,8:14:41,920,WE
26/06/2017,Geeta Fast Food,20:28:59,921,WD
14/07/2017,Sandrich,18:03:45,921,WD
9/7/2017,Domino's Pizza,5:36:36,921,WE
7/5/2017,Slice of Lime,15:05:29,921,WE
3/3/2017,Sandrich,16:56:07,922,WD
24/05/2017,Sandrich,13:54:21,922,WD
14/03/2017,Sai Sagar,3:30:05,922,WD
25/02/2017,Varsha,4:41:07,922,WE
6/5/2017,Vedge,21:24:28,922,WE
1/9/2017,Geeta Fast Food,15:14:53,923,WD
7/10/2017,Saarthi,7:25:25,923,WE
9/9/2017,Geeta Fast Food,4:44:17,923,WE
10/8/2017,Sai Sagar,6:37:03,924,WD
21/09/2017,Swastik,22:11:07,924,WD
21/04/2017,Canvas Laugh Club,15:22:54,924,WD
1/10/2017,Domino's Pizza,14:08:03,924,WE
22/01/2017,Swastik,9:36:47,924,WE
23/01/2017,Gupta Sandwiches & Snacks,5:53:16,925,WD
4/7/2017,The Tuck Box,14:06:25,925,WD
1/10/2017,Bombay Burger's,2:13:00,925,WE
8/1/2017,Vedge,3:00:29,925,WE
25/04/2017,Varsha,3:07:22,926,WD
8/4/2017,145 East,2:49:32,926,WE
7/1/2017,Saarthi,2:14:24,926,WE
25/06/2017,SR Restaurant and Lounge,9:09:19,926,WE
14/04/2017,Sai Sagar,9:12:53,927,WD
14/05/2017,Geeta Fast Food,21:18:31,927,WE
29/07/2017,Rassam Express,13:06:15,927,WE
1/10/2017,Varsha,23:00:57,927,WE
29/03/2017,Sai Sagar,8:32:49,928,WD
16/09/2017,Sandrich,3:57:02,928,WE
16/04/2017,StreetO,11:23:42,928,WE
19/03/2017,Swastik,21:51:54,928,WE
22/01/2017,Sandrich,5:06:51,929,WE
14/01/2017,Domino's Pizza,4:07:59,929,WE
16/09/2017,Gupta Sandwiches & Snacks,21:34:33,929,WE
28/03/2017,Sai Sagar,6:37:59,930,WD
20/04/2017,Sai Sagar,6:18:41,930,WD
30/09/2017,Slice of Lime,17:09:49,931,WE
30/09/2017,Swastik,9:37:28,931,WE
25/02/2017,Sandrich,16:15:59,932,WE
29/07/2017,Saarthi,6:15:37,932,WE
16/07/2017,Sai Sagar,22:21:03,933,WE
11/2/2017,Kosmic Sheesha Lounge,8:23:50,933,WE
26/09/2017,Saarthi,20:00:41,934,WD
10/1/2017,Domino's Pizza,12:20:51,934,WD
5/3/2017,Geeta Fast Food,8:20:18,934,WE
29/01/2017,Tindees QSR,11:06:25,934,WE
28/03/2017,Slice of Lime,11:26:10,935,WD
23/03/2017,Geeta Fast Food,23:31:39,935,WD
6/8/2017,Dairy Don,1:08:24,935,WE
1/1/2017,Sai Sagar,4:51:13,935,WE
25/02/2017,Geeta Fast Food,21:00:56,935,WE
5/6/2017,Lomchin Wok,9:03:54,936,WD
22/07/2017,Gupta Sandwiches & Snacks,17:09:10,936,WE
24/09/2017,Sai Sagar,19:58:41,936,WE
2/4/2017,Gupta Sandwiches & Snacks,10:02:58,936,WE
10/6/2017,Gupta Sandwiches & Snacks,17:21:25,936,WE
28/05/2017,Sandrich,23:46:50,936,WE
26/08/2017,Geeta Fast Food,15:08:59,936,WE
21/06/2017,Sandrich,11:11:31,937,WD
26/08/2017,Tamarind,22:33:55,937,WE
25/03/2017,Gupta Sandwiches & Snacks,17:32:29,937,WE
13/06/2017,Prithika Hotel,13:42:19,938,WD
22/04/2017,Sandrich,10:39:35,938,WE
5/2/2017,Prithika Hotel,11:18:26,939,WE
10/8/2017,101 East,7:00:00,940,WD
5/5/2017,Domino's Pizza,20:58:49,940,WD
12/3/2017,Saarthi,16:26:35,940,WE
17/03/2017,Gupta Sandwiches & Snacks,11:33:18,941,WD
21/05/2017,Kosmic Sheesha Lounge,4:47:44,941,WE
6/8/2017,Swastik,20:42:11,941,WE
23/07/2017,SR Restaurant and Lounge,2:32:39,941,WE
1/1/2017,Tamarind,4:55:58,941,WE
23/07/2017,Prasad Food Divine,10:54:10,942,WE
25/06/2017,Sandrich,16:42:30,942,WE
23/04/2017,Gupta Sandwiches & Snacks,10:21:29,942,WE
5/10/2017,Geeta Fast Food,12:24:53,943,WD
31/01/2017,Gupta Sandwiches & Snacks,6:23:36,943,WD
4/10/2017,Swastik,5:58:48,943,WD
15/02/2017,Tindees QSR,5:13:01,943,WD
7/10/2017,Sai Sagar,19:22:04,944,WE
11/1/2017,Aqua Garden Resto Bar,11:24:38,945,WD
18/02/2017,Swastik,1:19:39,945,WE
2/9/2017,Domino's Pizza,7:39:07,945,WE
2/1/2017,Domino's Pizza,21:50:06,946,WD
6/5/2017,Dairy Don,4:59:07,947,WE
4/1/2017,Sai Sagar,13:39:19,948,WD
4/3/2017,Golden Jade - Ramada,19:58:08,948,WE
1/1/2017,Peche Mignon - Novotel,23:22:25,948,WE
12/8/2017,The Spot,8:57:32,948,WE
23/02/2017,Prasad Food Divine,22:04:58,949,WD
3/9/2017,Varsha,17:10:32,949,WE
7/5/2017,Dairy Don,21:52:14,950,WE
8/2/2017,The Tuck Box,0:49:51,951,WD
15/04/2017,Tindees QSR,12:56:59,951,WE
22/09/2017,The Spot,14:07:33,953,WD
12/3/2017,Tindees QSR,12:51:25,953,WE
22/04/2017,Varsha,4:45:10,953,WE
24/09/2017,Aqua Garden Resto Bar,8:01:52,953,WE
19/08/2017,Tindees QSR,18:16:34,953,WE
22/05/2017,Gupta Sandwiches & Snacks,12:34:29,954,WD
12/6/2017,Sandrich,7:49:52,954,WD
5/2/2017,Aqua Garden Resto Bar,1:23:30,954,WE
2/9/2017,Geeta Fast Food,10:14:28,954,WE
20/02/2017,Tindees QSR,23:02:06,955,WD
1/7/2017,Prithika Hotel,7:56:00,955,WE
20/05/2017,Sai Sagar,0:10:17,955,WE
20/08/2017,Tamarind,20:29:30,955,WE
18/02/2017,Francesco's Pizzeria,4:42:15,955,WE
1/6/2017,Sandrich,23:04:34,956,WD
21/05/2017,Dairy Don,10:40:48,956,WE
7/10/2017,Gupta Sandwiches & Snacks,22:28:28,956,WE
9/7/2017,Domino's Pizza,1:39:38,956,WE
3/6/2017,Dairy Don,0:53:19,956,WE
7/7/2017,SR Restaurant and Lounge,12:18:08,957,WD
7/10/2017,BOX8 - Desi Meals,2:18:18,957,WE
18/02/2017,Sleight of Hand,16:20:38,957,WE
1/4/2017,Slice of Lime,2:53:48,958,WE
28/01/2017,Tamarind,18:02:28,958,WE
8/7/2017,Geeta Fast Food,21:00:55,958,WE
5/8/2017,Sandrich,13:55:09,958,WE
5/7/2017,Gupta Sandwiches & Snacks,22:52:47,959,WD
18/03/2017,The Spot,1:01:46,959,WE
20/05/2017,Gupta Sandwiches & Snacks,11:56:45,959,WE
6/2/2017,Sleight of Hand,7:12:25,960,WD
26/03/2017,Tindees QSR,9:13:31,960,WE
30/09/2017,Slice of Lime,1:47:04,960,WE
16/04/2017,Tindees QSR,20:32:47,960,WE
10/6/2017,Domino's Pizza,15:49:24,960,WE
4/8/2017,Slice of Lime,12:02:32,961,WD
10/9/2017,Gupta Sandwiches & Snacks,20:22:32,961,WE
26/03/2017,Francesco's Pizzeria,9:33:06,961,WE
25/02/2017,Lomchin Wok,14:27:39,962,WE
3/9/2017,White Elephant Arena Cafe,9:08:33,962,WE
16/07/2017,SR Restaurant and Lounge,2:51:18,962,WE
7/1/2017,Great World,3:21:13,962,WE
12/1/2017,Sandrich,22:22:33,963,WD
22/01/2017,Prithika Hotel,1:48:12,963,WE
16/04/2017,Sandrich,20:50:07,963,WE
8/1/2017,Tamarind,22:19:24,963,WE
21/05/2017,142 East,2:11:32,963,WE
20/07/2017,Tindees QSR,17:28:31,964,WD
8/1/2017,The Spot,11:15:49,964,WE
16/03/2017,Dairy Don,7:11:03,965,WD
23/07/2017,Peche Mignon - Novotel,12:27:13,965,WE
26/02/2017,Prasad Food Divine,4:02:00,965,WE
2/9/2017,Swastik,8:14:37,965,WE
13/04/2017,Dairy Don,12:05:07,966,WD
26/07/2017,Varsha,13:13:57,966,WD
3/9/2017,Peche Mignon - Novotel,16:41:56,966,WE
29/01/2017,StreetO,9:46:46,967,WE
13/05/2017,Geeta Fast Food,2:03:29,967,WE
23/02/2017,White Elephant Arena Cafe,15:37:18,968,WD
10/5/2017,Slice of Lime,13:47:31,968,WD
19/03/2017,Francesco's Pizzeria,7:52:51,968,WE
24/09/2017,Domino's Pizza,16:11:21,968,WE
22/09/2017,The Spot,17:40:25,969,WD
2/2/2017,Domino's Pizza,19:15:05,969,WD
16/09/2017,StreetO,19:50:02,969,WE
14/01/2017,Geeta Fast Food,4:24:29,969,WE
11/8/2017,Prithika Hotel,2:01:08,970,WD
15/03/2017,The Tuck Box,19:12:29,970,WD
27/09/2017,Great World,18:25:15,970,WD
23/02/2017,Geeta Fast Food,23:34:46,970,WD
5/2/2017,Francesco's Pizzeria,17:40:58,970,WE
29/07/2017,Gupta Sandwiches & Snacks,18:16:05,970,WE
6/8/2017,Great World,5:51:37,970,WE
15/09/2017,Rassam Express,12:51:23,971,WD
22/01/2017,Varsha,23:59:51,971,WE
11/1/2017,103 East,6:31:52,972,WD
19/06/2017,Gupta Sandwiches & Snacks,21:16:08,972,WD
22/01/2017,Sandrich,8:10:48,972,WE
28/06/2017,Canvas Laugh Club,20:55:31,973,WD
15/07/2017,Tindees QSR,16:16:17,973,WE
10/9/2017,Zeal 3 Seasons Family Restaurant & Bar,15:50:51,973,WE
7/9/2017,Sleight of Hand,6:20:54,974,WD
24/01/2017,The Tuck Box,10:09:32,974,WD
14/05/2017,Francesco's Pizzeria,11:05:44,974,WE
12/8/2017,Sandrich,19:07:35,974,WE
